SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LN-9300	Walk In Clinics	RG056094	Rosedale Medical Associates	SV062009	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening walk-in clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL072543	LC058475	2504044242			Y	English	After Hours Walk-in Clinic: Mon - Fri, 5 p.m. - 7:30 p.m.; Sat, 9 a.m. - 1 p.m.; Sun and Statutory Holidays, 10 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume.	13009	Rosedale	Avenue		Summerland	BC	V0H 1Z0	 49.601216	-119.677714	http://find.healthlinkbc.ca/search.aspx?d=SL072543
LN-9300	Walk In Clinics	RG056098	Discovery Medical Walk-In Clinic	SV062013	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Friday. Saturday and Sunday hours also available.	SL072548	LC058479	2508504505			N	English	Mon - Fri, 10 a.m. - 8 p.m.; Sat and Sun, 10 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1477	Island	Highway		Campbell River	BC	V9W 8E5	 50.032952	-125.260091	http://find.healthlinkbc.ca/search.aspx?d=SL072548
LN-9300	Walk In Clinics	RG056099	Brickyard Medical Clinic	SV062014	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.  Closed for Christmas Day.	SL072549	LC059818	6045767701			N		Mon - Fri, 8 a.m. - 7 p.m.; Sat, 10 a.m. - 4 p.m.; Sun, 10 a.m. - 2 p.m.; Closed Christmas Day. Closing time depends on patient flow and physician availability, please call to confirm.	17475	56th	Avenue		Surrey	BC	V3S 2X6	 49.10411	-122.738371	http://find.healthlinkbc.ca/search.aspx?d=SL072549
LN-9300	Walk In Clinics	RG056100	Riverside Heights Medical Clinic	SV062015	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL072547	LC058480	6045822592			N	English	Mon - Fri, 9 a.m. - 9 p.m.; Sat, Sun, statutory holidays, 10 a.m. - 4 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	14815	108th	Avenue		Surrey	BC	V3R 1W2	 49.198744	-122.811968	http://find.healthlinkbc.ca/search.aspx?d=SL072547
LN-9300	Walk In Clinics	RG056101	Bulkley Valley Outpatient Clinic	SV062016	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL072550	LC058481	2508472616			Y	English	Mon - Wed, Fri, 9 a.m. - 11:30 a.m., 12:30 p.m. - 3 p.m.; Thu, 9 a.m. - 11:30 a.m., 12:30 p.m. - 2:45 p.m.; Hours are subject to change. Please call to confirm.	1260	Main	Street		Smithers	BC	V0J 2N0	 54.780767	-127.169413	http://find.healthlinkbc.ca/search.aspx?d=SL072550
LN-9300	Walk In Clinics	RG056112	CarePlace Medical Centre	SV062026	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.	SL072561	LC058483	6045905811			Y		Mon - Fri, 9 a.m. - 8 p.m.; Sat, Sun and Statutory Holidays, 9 a.m. - 6 p.m.; Please call to confirm clinic hours as it may change according to physicians' availability.	7154	120	Street		Surrey	BC	V3W 3M8	 49.133387	-122.890314	http://find.healthlinkbc.ca/search.aspx?d=SL072561
LN-9300	Walk In Clinics	RG056112	CarePlace Medical Centre	SV062026	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.	SL072560	LC057417	6045813550			N	English, Tagalog, Hindi, Farsi/Persian and Pashto/Afghani.	Mon - Tue, Thu, 6 a.m. - 9 p.m.; Wed, 8 a.m. - 9 p.m.; Fri, 6 a.m. - 8 p.m.; Sat; 6 a.m. - 6 p.m.; Sun, 9 a.m. - 5 p.m. Please call to confirm clinic hours as it may change according to physicians' availability.	9014	152	Street		Surrey	BC	V3R 4E7	 49.166461	-122.801215	http://find.healthlinkbc.ca/search.aspx?d=SL072560
LN-9300	Walk In Clinics	RG056113	Cascade Medical Clinic	SV062027	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis.	SL072567	LC058484	2502954482			Y	English	Mon - Fri, 9 a.m. - 4:30 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	98	Ridgewood	Drive		Princeton	BC	V0X 1W0	 49.453001	-120.52934	http://find.healthlinkbc.ca/search.aspx?d=SL072567
LN-9300	Walk In Clinics	RG056114	Dr. Kazem Khazamipour Medical Services Inc.	SV062028	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Monday - Sunday hours available.	SL072568	LC005425	6042311924	http://www.drkwalkinmedical.ca	contact@drkwalkinmedical.ca	Y	English, French, German, Farsi, Spanish, Filipino, Arabic, Mandarin, Cantonese, Japanese	Mon - Sat, 10 a.m. - 6 p.m.	8120	Cook	Road		Richmond	BC	V6Y 1T9	 49.166534	-123.13489	http://find.healthlinkbc.ca/search.aspx?d=SL072568
LN-9300	Walk In Clinics	RG056132	Princeton Medical Centre	SV062046	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available for walk-ins.	SL072581	LC058494	2502950091			Y	English	Walk-in hours: Wed, 2 p.m. - 6 p.m., Sat, 9:30 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	77	Billiter	Avenue		Princeton	BC	V0X 1W0	 49.456013	-120.517596	http://find.healthlinkbc.ca/search.aspx?d=SL072581
LN-9300	Walk In Clinics	RG056133	Beach Avenue Medical Clinic	SV062047	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL072592	LC058495	2507673432	http://www.beachavenuemedical.com/		Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat, 10 a.m. - 2 p.m.; Closed Sun and statutory holidays; Please note that the last patient registered is 15 minutes prior to closing time.  (last patient registered at 4:45 p.m.)	5848	Beach	Avenue		Peachland	BC	V0H 1X7	 49.772639	-119.737277	http://find.healthlinkbc.ca/search.aspx?d=SL072592
LN-9300	Walk In Clinics	RG056134	Beverly Medical Clinic	SV062048	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday, Sunday and statutory holiday hours also available.	SL072593	LC058496	2505973390			Y	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, Sun, statutory holidays, 10 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2763	Beverly	Street		Duncan	BC	V9L 6X2	 48.785172	-123.708109	http://find.healthlinkbc.ca/search.aspx?d=SL072593
LN-9300	Walk In Clinics	RG056136	Doc-Side Medical	SV062050	Doc-Side Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary.	SL072595	LC058498	6046331234			N		Mon, Wed, noon - 5:30 p.m.; Tue, Thu, 9 a.m. - 5:30 p.m.; Fri, 9 a.m. - 3 p.m.	125	Main	Street		Vancouver	BC	V6A 2S5	 49.283827	-123.099576	http://find.healthlinkbc.ca/search.aspx?d=SL072595
LN-9300	Walk In Clinics	RG056137	Community First Medical Clinic	SV062051	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Sunday hours also available.	SL072596	LC004262	2503525259			N	English, French	Mon - Thu, 9 a.m. - 4 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	518	Lake	Street		Nelson	BC	V1L 4C6	 49.493749	-117.295034	http://find.healthlinkbc.ca/search.aspx?d=SL072596
LN-9300	Walk In Clinics	RG056138	Dr. David Warnock Office	SV062052	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL072597	LC058500	2503830215			Y	English	Mon, Tue, Thu, 9 a.m. - 4 p.m., closed between noon - 1 p.m.; Wed, 1 p.m. - 4 p.m.; Friday 9 a.m. - noon; No evening hours available. Please note that hours are subject to physician availability and patient volume. Call ahead to confirm.	314A	Cook	Street		Victoria	BC	V8D 3X6	 48.414889	-123.356393	http://find.healthlinkbc.ca/search.aspx?d=SL072597
LN-9300	Walk In Clinics	RG056139	Quatsino Health Centre	SV062053	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL072598	LC058501	2509497161		clinic@quatsinofn.ca	Y	English	Tue, 1:15 p.m. - 3:15 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	303	Quattishe	Road		Coal Harbour	BC	V0N 1K0	 50.614018	-127.573156	http://find.healthlinkbc.ca/search.aspx?d=SL072598
LN-9300	Walk In Clinics	RG056140	Uptown Medical Clinic	SV062054	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.	SL072603	LC058502	2505908375	http://uptownmedicalclinic.ca		N	English	Mon - Thu, 9 a.m. - 9 p.m.; Fri, 9 a.m. - 6 p.m.; Sat, Sun, statutory holidays, 9 a.m. - 6 p.m.; Please note that hours are subject to physician availability and patient volume. Call ahead to confirm availability.	3460	Saanich	Road		Victoria	BC	V8X 1W7	 48.454041	-123.374313	http://find.healthlinkbc.ca/search.aspx?d=SL072603
LN-9300	Walk In Clinics	RG056142	Valleyview Treatment Centre / Walk-in Clinic	SV062056	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL072605	LC058504	2507439395			Y	English	Please call for hours walk-in clinic is offered as they vary from day to day.	1400	Cowichan Bay	Road		Cobble Hill	BC	V0R 1L0	 48.710695	-123.607747	http://find.healthlinkbc.ca/search.aspx?d=SL072605
LN-9300	Walk In Clinics	RG056152	Chetwynd Centre Medical Clinic	SV062066	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis daily. Can only accommodate 20 - 25 patients per day.	SL072624	LC058516	2507883234			Y	English	Walk-in hours: Mon - Thu, 2:30 p.m. - 5 p.m.; Fri, 2:30 p.m. - 4 p.m.; Please note that clinic can only accommodate 20-25 patients daily.	5121	47th	Avenue		Chetwynd	BC	V0C 1J0	 55.700364	-121.633385	http://find.healthlinkbc.ca/search.aspx?d=SL072624
LN-9300	Walk In Clinics	RG056172	Burquitlam Medical Clinic	SV062086	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL072641	LC058535	6049398831			Y	English and Korean	Mon - Fri, 10 a.m. - 6 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	504	Cottonwood	Avenue		Coquitlam	BC	V3J 2R4	 49.258876	-122.892904	http://find.healthlinkbc.ca/search.aspx?d=SL072641
LN-9300	Walk In Clinics	RG056173	Well Medical Clinic	SV062089	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours may be available Monday - Friday. Saturday hours also available. Please call for clinic availability.	SL072642	LC058536	6049372520			N	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 2 p.m.; Please call for walk-in clinic availability as hours vary day to day. Clinic open until 9 p.m. on some weeknights depending on doctor availability.	1001	Austin	Avenue		Coquitlam	BC	V3J 3N9	 49.249007	-122.867352	http://find.healthlinkbc.ca/search.aspx?d=SL072642
LN-9300	Walk In Clinics	RG056174	Chand Medical Clinic Inc	SV062090	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL072644	LC058539	6045935156			Y		Please call for hours of walk-in clinic service.	15122	72nd	Avenue		Surrey	BC	V3S 2G2	 49.133691	-122.801946	http://find.healthlinkbc.ca/search.aspx?d=SL072644
LN-9300	Walk In Clinics	RG056313	Golden Ears Family Practice and Walk-In Clinic	SV055537	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL062013	LC054093	6044651066			N	English	Walk-in Hours: Mon, 1:30 p.m. - 6 p.m.; Tue, Wed, Fri, 9 a.m. - 4 p.m.; No walk-in available Sat, Sun, Statutory Holidays. Please note that hours are subject to physician availability and patient volume.	20395	Lougheed	Highway		Maple Ridge	BC	V2X 2P9	 49.219027	-122.656486	http://find.healthlinkbc.ca/search.aspx?d=SL062013
LN-9300	Walk In Clinics	RG056372	Gibsons Medical Associates	SV055073	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061523	LC059625	6048862868	http://gibsonsmedicalassociates.net/		N	English	Walk-in Clinic Hours:  Mon - Fri, 9 a.m. - 4:30 p.m.	1100	Sunshine Coast	Highway		Gibsons	BC	V0N 1V0	 49.40658	-123.530368	http://find.healthlinkbc.ca/search.aspx?d=SL061523
LN-9300	Walk In Clinics	RG056452	Clayton Heights Medical Clinic	SV058103	Walk-in Clinic	Provides non-emergency health care on a walk-in basis. Includes a family medical practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.	SL066754	LC055684	6045750501			N	English	Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 5 p.m.; Sat, 9 a.m. - 2 p.m.; Sun, 10 a.m. - 1 p.m.; Please note hours are subject to physician availability and patient volume.	18730	Fraser	Highway		Surrey	BC	V3S 7Y4	 49.124387	-122.703286	http://find.healthlinkbc.ca/search.aspx?d=SL066754
LN-9300	Walk In Clinics	RG056453	Island Emerald Medical Centre	SV058711	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours are available.	SL069330	LC055964	2507543218			Y	English	Sat, 10 a.m. - 4 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1273	Island	Highway	S	Nanaimo	BC	V9R 7A4	 49.183609	-123.955637	http://find.healthlinkbc.ca/search.aspx?d=SL069330
LN-9300	Walk In Clinics	RG056492	Wave Medical Clinic	SV062512	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis.	SL073494	LC055404	6045584044	http://www.wavemedicalclinic.com	info@wavemedicalclinic.com	Y		Mon - Fri, 9 a.m. - 6 p.m.	1160	Burrard	Street		Vancouver	BC	V6Z 2E8	 49.279513	-123.12848	http://find.healthlinkbc.ca/search.aspx?d=SL073494
LN-9300	Walk In Clinics	RG056532	West Coast Family Medical Clinic	SV062553	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL073560	LC000508	2506424233	http://www.mydoctor.ca/westcoastfamily		Y	English	Mon - Fri, 8 a.m. - 5 p.m.; Youth: Tue, 4 a.m. - 6:30 p.m.; Urgent care: Mon - Thu, 5 p.m. - 7:30 p.m., Fri, 3 p.m. - 5:30 p.m., Sat, 9 a.m. - 12:30 p.m., Sun, 10 a.m. - 12:30 p.m.; Hours are subject to change. Please call ahead to confirm.	6660	Sooke	Road		Sooke	BC	V9Z 0A5	 48.378506	-123.721702	http://find.healthlinkbc.ca/search.aspx?d=SL073560
LN-9300	Walk In Clinics	RG056593	The Bridge Medical Clinic	SV062613	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday hours also available.	SL073678	LC055533	7784200200	http://www.thebridgeclinic.ca	thebridgeclinic@shaw.ca	Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat, 10 a.m. - 2 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2207F	Glenmore	Road		Campbell River	BC	V9H 1E1	 49.869856	-125.129046	http://find.healthlinkbc.ca/search.aspx?d=SL073678
LN-9300	Walk In Clinics	RG056612	Dr. Wayne Niou Family Practice	SV062618	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Sunday hours available.	SL073698	LC059120	6044361231			Y	English	Sunday walk in, hours vary by physician.	4500	Kingsway			Burnaby	BC	V5H 2A9	 49.230165	-123.004778	http://find.healthlinkbc.ca/search.aspx?d=SL073698
LN-9300	Walk In Clinics	RG056632	Eljen Medical Clinic	SV062671	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL073828	LC059139	2507827525			Y	English	Mon - Fri, 8 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1300	111	Avenue		Dawson Creek	BC	V1G 2X5	 55.749128	-120.237571	http://find.healthlinkbc.ca/search.aspx?d=SL073828
LN-9300	Walk In Clinics	RG056633	Allwood Medical Centre	SV062672	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL073829	LC059140	6048506893			Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat, 9 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2752	Allwood	Street		Abbotsford	BC	V2T 3R7	 49.051728	-122.319815	http://find.healthlinkbc.ca/search.aspx?d=SL073829
LN-9300	Walk In Clinics	RG056634	McCallum Clinic	SV062673	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL073830	LC059141	6048522279			Y	English	Mon, 8:30 a.m. - 3:30 p.m.; Tue, 9:30 a.m. - 4:30 p.m.; Wed, Fri, 8:30 a.m. - 4 p.m.; Thu, 8:30 a.m. - 5 p.m.; Sat, 8:30 a.m. - 1 p.m.; Please note hours are subject to physician availability and patient volume.	2479	McCallum	Road		Abbotsford	BC	V2S 3P8	 49.047192	-122.2936	http://find.healthlinkbc.ca/search.aspx?d=SL073830
LN-9300	Walk In Clinics	RG056636	Associated Physicians Clinic	SV062675	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family medical practice. Saturday and Sunday hours also available.	SL073831	LC059142	2506561164			Y	English	Family Practice Hours: Mon - Fri, 9 a.m. - 4 p.m; Walk-In Clinic Hours: Mon - Fri, 9 a.m. - 6 p.m.; Sat and Sun, 10 a.m. - 2 p.m.; Please note that hours are subject to physician availability and patient volume. Call ahead to confirm.	2425	Bevan	Avenue		Sidney	BC	V8L 4R5	 48.647645	-123.399438	http://find.healthlinkbc.ca/search.aspx?d=SL073831
LN-9300	Walk In Clinics	RG056652	Bellevue Medical Clinic	SV062692	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL073838	LC059147	6049222426	http://bellevueclinic.ca	admin@bellevueclinic.ca	N	English, Farsi	Mon - Wed, 1 p.m. - 5:30 p.m.; Thu, 9:30 a.m. - 5:30 p.m. Hours are subject to change. Please call to confirm.	1409	Bellevue	Avenue		West Vancouver	BC	V7T 1C3	 49.327367	-123.15461	http://find.healthlinkbc.ca/search.aspx?d=SL073838
LN-9300	Walk In Clinics	RG056652	Bellevue Medical Clinic	SV062693	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL073839	LC059148	6049479830			N	English	Mon - Wed, 9:00 a.m. - 12:30 p.m., Fri, 10:30 a.m. - 4:30 p.m.	495	Bowen Island Trunk	Road		Bowen Island	BC	V0N 1G0	 49.379712	-123.338866	http://find.healthlinkbc.ca/search.aspx?d=SL073839
LN-9300	Walk In Clinics	RG056653	Richmond Central Medical Clinic	SV062695	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday and Sunday hours also available.	SL073841	LC059150	7782974700			N	English, Russian, Cantonese	Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 5 p.m.; Sat - Sun, 9 a.m. - 2 p.m.	7997	Westminster	Highway		Richmond	BC	V6X 1A4	 49.170249	-123.136592	http://find.healthlinkbc.ca/search.aspx?d=SL073841
LN-9300	Walk In Clinics	RG056672	Lake Country Family Practice	SV062732	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL073890	LC004697	2507663938			Y	English	Walk-in hours: Mon - Fri, 9 a.m. - 5:30 p.m.; Sat, 10 a.m. - noon.; Please note hours are subject to physician availability and patient volume. Regular family practice hours: Mon - Fri, 9 a.m. - 4:30 p.m.	9966	Pollard	Road		Lake Country	BC	V4V 1V7	 50.025931	-119.405559	http://find.healthlinkbc.ca/search.aspx?d=SL073890
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL076632	LC060505	7783971655	http://www.vivacare.ca/	mail@vivacare.ca	Y	English	Mon - Fri, 9 a.m. - 5 p.m.; Closed Saturdays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1024	Ewen	Avenue		New Westminster	BC	V3M 5E1	 49.185576	-122.948266	http://find.healthlinkbc.ca/search.aspx?d=SL076632
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL076635	LC060506	6043814102	http://www.vivacare.ca/	mail@vivacare.ca	Y	English	Mon - Fri, 8:30 a.m. - 6 p.m.; Sat, 9 a.m. - 3:30 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	3122	Mt. Lehman	Road		Abbotsford	BC	V4X 0B3	 49.059738	-122.379944	http://find.healthlinkbc.ca/search.aspx?d=SL076635
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL073918	LC059203	6047928482	http://www.vivacare.ca/	mail@vivacare.ca	Y	English	Mon - Fri, 8:30 a.m. - 5 p.m.; Wed, 8:30 a.m. - 7 p.m.; Sat, 9 a.m. - 3 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	8249	Eagle Landing	Parkway		Chilliwack	BC	V2R 0P9	 49.151848	-121.97908	http://find.healthlinkbc.ca/search.aspx?d=SL073918
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL075358	LC059737	6045893848	http://www.vivacare.ca/	mail@vivacare.ca	N	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 5 p.m.; Closed Sun,Statutory Holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1000	Guildford Town	Centre		Surrey	BC	V3R 1N3	 49.188825	-122.804342	http://find.healthlinkbc.ca/search.aspx?d=SL075358
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL073916	LC053937	6044228482	http://www.vivacare.ca/	mail@vivacare.ca	N	English	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 3 p.m.; Closed Sun and holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	9855	Austin	Road		Burnaby	BC	V3J 1N4	 49.25118	-122.89547	http://find.healthlinkbc.ca/search.aspx?d=SL073916
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL073915	LC059201	7782161822	http://www.vivacare.ca/	mail@vivacare.ca	Y	English and Farsi.	Mon - Fri, 8:30 a.m. - 5 p.m.; Wed, 8:30 a.m. - 7 p.m.; Sat, 9 a.m. - 3 p.m.; Closed Sun and holidays. Please note that hours are subject to physician availability and patient volume.	2150	Hawkins	Street		Port Coquitlam	BC	V3B 0G6	 49.253528	-122.739462	http://find.healthlinkbc.ca/search.aspx?d=SL073915
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL076631	LC055394	6045999401	http://www.vivacare.ca/	mail@vivacare.ca	Y	English	Mon - Fri, 8:30 a.m. - 6 p.m.; Sat, 9 a.m. - 3 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	6345	120	Street		Delta	BC	V4E 2A6	 49.118166	-122.890471	http://find.healthlinkbc.ca/search.aspx?d=SL076631
LN-9300	Walk In Clinics	RG056692	Vivacare	SV062752	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see locations for details.	SL073917	LC059202	7782184100	http://www.vivacare.ca/	mail@vivacare.ca	Y	English and Punjabi.	Mon - Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 1 p.m.; Closed Sun and holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	15299	68	Avenue		Surrey	BC	V3S 2C1	 49.126367	-122.799101	http://find.healthlinkbc.ca/search.aspx?d=SL073917
LN-9300	Walk In Clinics	RG056712	The Doctors' Office	SV062813	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered. Saturday hours also available.	SL073990	LC059280	6047348252			N	English	Mon - Fri, 8 a.m. - 8 p.m.; Sat, 9 a.m. - 3 p.m. (Patients need to call first if arriving after 5 p.m.)	777	Broadway		W	Vancouver	BC	V5Z 4J7	 49.263344	-123.121299	http://find.healthlinkbc.ca/search.aspx?d=SL073990
LN-9300	Walk In Clinics	RG056732	Oasis Medical Centre	SV062831	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL074029	LC059317	2507687656			Y	English	Hours vary, please call the clinic for specific hours.	2145	Louie	Drive		West Kelowna	BC	V4T 3E6	 49.840231	-119.612518	http://find.healthlinkbc.ca/search.aspx?d=SL074029
LN-9300	Walk In Clinics	RG056852	Panorama Village Medical Clinic	SV062991	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family medical practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL074633	LC057365	6045740481	http://www.panoramavillagemedical.com/		N	English	Mon - Fri, 8 a.m. - 8 p.m.; Sat, Sun, holidays, 8 a.m. - 2 p.m.; Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	15157	56th	Avenue		Surrey	BC	V3S 9A5	 49.104505	-122.80326	http://find.healthlinkbc.ca/search.aspx?d=SL074633
